tweet_id
923338414954549249
923338416212926464
923338429940690944
923338430007906304
923338463788916736
923338469832871936
923338504045780994
923338535720984577
923338541601497088
923338613617721344
923338649701302272
923338713282867200
923338729741205504
923338748506640384
923338804928401408
923338824029167616
923338846149935104
923338846665887744
923338872267796480
923338874553696256
923338892337704960
923338901661593600
923338908003422208
923338915586637824
923338929415311360
923338930241572864
923338933861339136
923338941876580357
923338971391909889
923338974923579393
923338981495930886
923339023963193344
923339027524259840
923339035048738816
923339038152646656
923339042669830144
923339088631037952
923339140640526336
923339153982525440
923339173284732929
923339180289155072
923339215848464386
923339252364177408
923339258366226433
923339286673575936
923339299977879553
923339302595186693
923339352838635521
923339352943493121
923339362577895424
923339365589196801
923339387638812673
923339402645970944
923339449815138304
923339465833304064
923339468097986560
923339473492037632
923339508569071616
923339552441405446
923339562390360064
923339564105658368
923339564776919040
923339572779429889
923339574310563840
923339577917571074
923339579440189441
923339582413967360
923339609827708928
923339648113537025
923339652873977863
923339729143324677
923339735438938113
923339750953676801
923339765096878081
923339808692465665
923339828867018753
923339901004861441
923339914971893760
923339952330440704
923339969179144192
923339981753606144
923339996668530689
923340003496943616
923340009029083136
923340084782489600
923340124422672384
923340135592230914
923340146019323905
923340147994890240
923340159688544256
923340160057724928
923340163240968192
923340197286232064
923340224306049024
923340234535981057
923340252663730177
923340270145503233
923340339112529920
923340362663546880
923340363368206337
923340377041534977
923340410788990976
923340460202045440
923340461129043973
923340481135808512
923340513847148545
923340532289626113
923340546604785664
923340551604375553
923340553886031872
923340574656253952
923340644814376961
923340661134413824
923340695502389248
923340701093507073
923340813836390400
923340830680723456
923340846228914178
923340863673118720
923340895969300482
923340924515733504
923340963811966976
923340967364694016
923340986440237056
923341010570276865
923341023480250368
923341051393400832
923341100550520832
923341158419329024
923341204858851328
923341223439499265
923341409914105856
923341413739388928
923341422165725184
923341450783358977
923341452188442624
923341479195668480
923341513207242753
923341523898560513
923341601728073728
923341666345512960
923341693922852865
923341713934114816
923341745701707776
923341773572886528
923341813485899776
923341851993804800
923341885149798401
923341926916505600
923341940992638976
923341956394074112
923342027852480512
923342142071889920
923342160849723397
923342210741014528
923342249500409856
923342265896095744
923342271696789510
923342299047833600
923342313929236480
923342352810414080
923342358019575808
923342380069216257
923342393864224768
923342397584556032
923342436201406464
923342462395080705
923342529386504194
923342534360928256
923342543512891392
923342558088122370
923342592040980480
923342626471993344
923342642586546176
923342678863081473
923342694713139201
923342722219630592
923342723746353153
923342797490540550
923342834761072641
923342890037850112
923342913903386624
923342929359335424
923342929808232448
923342940470108160
923342945989820416
923342968496386048
923342974284595201
923342976373358592
923342981544992768
923342988297850880
923342996661260289
923343006585016321
923343027233370113
923343030169477120
923343034695208960
923343088554307584
923343105000173568
923343105507635202
923343119269154817
923343138982453249
923343144846090240
923343148226629632
923343156086583296
923343179553951746
923343204748947458
923343219013902337
923343261460287488
923343266485080064
923343281206861825
923343295786262529
923343302958575616
923343349163151360
923343406826389504
923343419359072256
923343438233374720
923343484412727298
923343531036389376
923343537579745280
923343538569601024
923343547897696258
923343589173755905
923343589916270592
923343600800460800
923343636883939328
923343680131432448
923343691057713154
923343696627503104
923343738805424128
923343739791142912
923343747139608576
923343757663227907
923343811933126656
923343813191626756
923343816714792960
923343817646006273
923343826130960384
923343830673448960
923343842375593984
923343882783510529
923343929545764864
